date,observed,trend,seasonal,resid
2019-01-31,0.778706139668094,,-0.0025414341402341624,
2019-02-28,0.7338750946576947,,-0.016405081095561942,
2019-03-31,0.7053869878593986,,-0.0208433265345996,
2019-04-30,0.6778178522481443,,-0.05790129762075845,
2019-05-31,0.6865713069733468,,-0.020678510067809148,
2019-06-30,0.7830071985437101,,-0.011111520726445907,
2019-07-31,0.8486506897060624,0.7727845210566644,0.032451452197223646,0.043414716452174346
2019-08-31,0.8190281988885729,0.771605197332291,0.05034444581015025,-0.002921444253868373
2019-09-30,0.8461389742175004,0.7744574114441134,0.0032857266111296843,0.0683958361622573
2019-10-31,0.8356621379734891,0.7788518418939651,0.018287528665243497,0.03852276741428054
2019-11-30,0.825523264188962,0.7827588237077658,0.02690847629700032,0.015855964184195888
2019-12-31,0.7519126322094222,0.7839928667709712,-0.0017964593953381973,-0.030283775166210874
2020-01-31,0.7409736907592454,0.7800615732466016,-0.0025414341402341624,-0.036546448347122125
2020-02-29,0.7433037741815798,0.7746978818466901,-0.016405081095561942,-0.014989026569548362
2020-03-31,0.7644114470192536,0.7690234621511907,-0.0208433265345996,0.016231311402662502
2020-04-30,0.7242597238847281,0.762240578552875,-0.05790129762075845,0.019920442952611625
2020-05-31,0.7338969988679809,0.7559012997648038,-0.020678510067809148,-0.001325790829013778
2020-06-30,0.7652985401660085,0.7529712602078606,-0.011111520726445907,0.02343880068459377
2020-07-31,0.7720083034988929,0.7538120460742093,0.032451452197223646,-0.014255194772539975
2020-08-31,0.7669419914978637,0.7538814797022395,0.05034444581015025,-0.03728393401452607
2020-09-30,0.7620391089162224,0.7531668006545219,0.0032857266111296843,0.005586581650570806
2020-10-31,0.7569727969151931,0.7541681620743284,0.018287528665243497,-0.015482893824378702
2020-11-30,0.752069914333552,0.7568228768504384,0.02690847629700032,-0.031661438813886715
2020-12-31,0.7550450326981948,0.7595501358560353,-0.0017964593953381973,-0.002708643762502276
2021-01-31,0.7580201510628377,0.7624719187432183,-0.0025414341402341624,-0.0019103335401464182
2021-02-28,0.727923720950714,0.7671369406274455,-0.016405081095561942,-0.022808138581169583
2021-03-31,0.7626392031048967,0.7645168609492983,-0.0208433265345996,0.018965668690198074
2021-04-30,0.7500646418744424,0.7597567676018822,-0.05790129762075845,0.048209171893318734
2021-05-31,0.7718052355049035,0.7618900948968905,-0.020678510067809148,0.030593650675822166
2021-06-30,0.7928445196634142,0.7649721652342765,-0.011111520726445907,0.03898387515558362
